SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Ranch,0 700 E,Fisher,IL,61843,3465000,,,Northern Champaign County / Ford County,,9583200,,64,,,Active,,,https://www.redfin.com/IL/Fisher/700-E-61843/home/191610403,MRED as Distributed by MLS Grid,12109667,N,Y,40.3147554,-88.3500541
MLS Listing,,Single Family Residential,1809 Mcdonald Dr,Champaign,IL,61821,247900,4,2.5,Park Terrace,2096,11480,1956,65,118,,Active,,,https://www.redfin.com/IL/Champaign/1809-McDonald-Dr-61821/home/127148536,MRED as Distributed by MLS Grid,12080767,N,Y,40.0932886,-88.2614136
MLS Listing,,Single Family Residential,1766 County Road 1850 N,Urbana,IL,61802,3250000,6,8.0,Urbana,6917,1611720,2008,65,470,,Active,,,https://www.redfin.com/IL/Urbana/1766-County-Road-1850-61802/home/186055171,MRED as Distributed by MLS Grid,12112298,N,Y,40.1494683,-88.1316919
MLS Listing,,Single Family Residential,408 S East Ave,Ogden,IL,61859,155000,3,1.0,Eastern Champaign County / Vermillion County,1150,6534,1915,66,135,,Active,,,https://www.redfin.com/IL/Ogden/408-S-East-Ave-61859/home/126623168,MRED as Distributed by MLS Grid,12093011,N,Y,40.110782,-87.955762
MLS Listing,,Multi-Family (2-4 Unit),407 W Washington St,Champaign,IL,61820,214500,3,2.0,"Champaign, Savoy",,,1885,67,,,Active,,,https://www.redfin.com/IL/Champaign/407-W-Washington-St-61820/home/127174594,MRED as Distributed by MLS Grid,12099966,N,Y,40.1199533,-88.2494076
MLS Listing,,Single Family Residential,212 E University Ave,Champaign,IL,61820,330000,4,2.0,"Champaign, Savoy",2682,8712,1893,69,123,,Active,,,https://www.redfin.com/IL/Champaign/212-E-University-Ave-61820/home/127154458,MRED as Distributed by MLS Grid,12108889,N,Y,40.116559,-88.2356626
MLS Listing,,Single Family Residential,513 Linden Dr,St. Joseph,IL,61873,315000,3,3.5,Crestwood,2380,12480,1991,69,132,,Active,,,https://www.redfin.com/IL/Saint-Joseph/513-Linden-Dr-61873/home/126931975,MRED as Distributed by MLS Grid,12098646,N,Y,40.1165331,-88.0327596
MLS Listing,,Vacant Land,0 W Oaks Rd N,Urbana,IL,61802,80000,,,Urbana,,84070,,70,,,Active,,,https://www.redfin.com/IL/Urbana/W-Oaks-Rd-N-61802/home/191561966,MRED as Distributed by MLS Grid,12107527,N,Y,40.1491438,-88.2143705
MLS Listing,,Single Family Residential,202 Witt Park Rd,Sidney,IL,61877,224900,4,1.0,Eastern Champaign County / Vermillion County,1944,32190,1890,71,116,,Active,,,https://www.redfin.com/IL/Sidney/202-Witt-Park-Rd-61877/home/191545704,MRED as Distributed by MLS Grid,12100989,N,Y,40.0274119,-88.0758106
MLS Listing,,Single Family Residential,513 Luria Ln,Champaign,IL,61822,249900,4,3.0,"Champaign, Savoy",1973,5175,2007,71,127,6,Active,,,https://www.redfin.com/IL/Champaign/513-Luria-Ln-61822/home/183944108,MRED as Distributed by MLS Grid,12105552,N,Y,40.1541857,-88.253375
MLS Listing,,Single Family Residential,1202 N Briarwood Ln,Mahomet,IL,61853,550000,4,3.5,Thornewood,2334,,2023,71,236,15,Active,,,https://www.redfin.com/IL/Mahomet/1202-Briarwood-Ln-61853/home/184684076,MRED as Distributed by MLS Grid,12105692,N,Y,40.211654,-88.387943
MLS Listing,,Single Family Residential,2602 Castlerock Dr,Urbana,IL,61802,930000,6,5.5,Stone Creek,3531,15681,2006,72,263,13,Active,,,https://www.redfin.com/IL/Urbana/2602-Castlerock-Dr-61802/home/127174227,MRED as Distributed by MLS Grid,12039493,N,Y,40.0909357,-88.1749819
MLS Listing,,Single Family Residential,1106 E Mumford Dr,Urbana,IL,61801,227400,4,2.0,Urbana,1806,9120,1964,73,126,,Active,,,https://www.redfin.com/IL/Urbana/1106-E-Mumford-Dr-61801/home/126456715,MRED as Distributed by MLS Grid,12089502,N,Y,40.0909015,-88.194779
MLS Listing,,Single Family Residential,1211 Willowgrove Ln,Mahomet,IL,61853,640000,5,4.0,Thornewood,3366,,2019,73,190,15,Active,,,https://www.redfin.com/IL/Mahomet/1211-Willowgrove-Ln-61853/home/127778038,MRED as Distributed by MLS Grid,12101297,N,Y,40.2126657,-88.3859385
MLS Listing,,Single Family Residential,1710 Brighton Ct,Champaign,IL,61822,1775000,6,7.5,"Champaign, Savoy",9254,,2002,73,192,,Active,,,https://www.redfin.com/IL/Champaign/1710-Brighton-Ct-61822/home/126740608,MRED as Distributed by MLS Grid,12101968,N,Y,40.095139,-88.3185533
MLS Listing,,Single Family Residential,2006 Rylan Rd,Mahomet,IL,61853,349900,3,2.5,Prairie Crossing,3120,7840,2018,74,112,,Active,,,https://www.redfin.com/IL/Mahomet/2006-Rylan-Rd-61853/home/127778776,MRED as Distributed by MLS Grid,12102510,N,Y,40.2030529,-88.3687413
MLS Listing,,Single Family Residential,204 E Byron St,Sidney,IL,61877,187500,4,2.0,Eastern Champaign County / Vermillion County,2112,8168,1905,76,89,,Active,,,https://www.redfin.com/IL/Sidney/204-E-Byron-St-61877/home/126464400,MRED as Distributed by MLS Grid,12103063,N,Y,40.0250512,-88.0712381
MLS Listing,,Single Family Residential,308 Preston St,Savoy,IL,61874,469900,5,3.5,Prairie Meadows,2213,7800,2009,76,212,8,Active,,,https://www.redfin.com/IL/Savoy/308-Preston-St-61874/home/127084889,MRED as Distributed by MLS Grid,12101378,N,Y,40.0531671,-88.2465287
MLS Listing,,Vacant Land,0 Hwy 45 Hwy E,Medina,TN,38355,579900,,,Medina,,300128,,76,,,Active,,,https://www.redfin.com/TN/Medina/0-Hwy-45-HWY-E-38355/home/191498795,CWTAR,222115,N,Y,39.991724,-88.2614
MLS Listing,,Single Family Residential,1302 N Neil St,Champaign,IL,61820,165000,4,2.5,Garwood,2156,13068,1930,78,77,,Active,,,https://www.redfin.com/IL/Champaign/1302-N-Neil-St-61820/home/126898103,MRED as Distributed by MLS Grid,12093204,N,Y,40.1286778,-88.2432545
MLS Listing,,Single Family Residential,1703 Mayfair Rd,Champaign,IL,61821,339900,4,2.5,"Champaign, Savoy",2689,12416,1965,78,126,,Active,,,https://www.redfin.com/IL/Champaign/1703-Mayfair-Rd-61821/home/127077125,MRED as Distributed by MLS Grid,12093525,N,Y,40.0959584,-88.2702706
MLS Listing,,Single Family Residential,2203 Philo Rd,Urbana,IL,61802,215900,3,1.5,Urbana,1198,19166,,79,180,,Active,,,https://www.redfin.com/IL/Urbana/2203-Philo-Rd-61802/home/126680525,MRED as Distributed by MLS Grid,12092360,N,Y,40.0897879,-88.1909496
MLS Listing,,Single Family Residential,302 W California Ave,Urbana,IL,61801,264900,3,1.5,Urbana,1665,6641,1904,81,159,,Active,,,https://www.redfin.com/IL/Urbana/302-W-California-Ave-61801/home/126443494,MRED as Distributed by MLS Grid,12086188,N,Y,40.1085467,-88.2104969
MLS Listing,,Single Family Residential,401 M County Road 2425 N,Mahomet,IL,61853,1350000,4,4.5,Western Champaign County / Piatt & McClean Counties,3373,250470,2000,83,400,,Active,,,https://www.redfin.com/IL/Mahomet/401M-2425-N-61853/home/191438340,MRED as Distributed by MLS Grid,12081227,N,Y,40.224808,-88.379186
MLS Listing,,Single Family Residential,806 Heather Dr,Mahomet,IL,61853,333900,4,2.5,Sandy Ridge,1765,,2001,83,189,10,Active,September-22-2024 02:00 PM,September-22-2024 04:00 PM,https://www.redfin.com/IL/Mahomet/806-Heather-Dr-61853/home/126845829,MRED as Distributed by MLS Grid,12092562,N,Y,40.1883658,-88.3820616
MLS Listing,,Single Family Residential,1712 S Prospect Ave,Champaign,IL,61820,199999,4,2.0,"Champaign, Savoy",2164,10560,1956,84,92,,Active,,,https://www.redfin.com/IL/Champaign/1712-S-Prospect-Ave-61820/home/126602449,MRED as Distributed by MLS Grid,12096525,N,Y,40.0955369,-88.2573067
MLS Listing,,Vacant Land,2990 County Road 1400 E,Rantoul,IL,61866,4000000,,,Northern Champaign County / Ford County,,1742400,,84,,,Active,,,https://www.redfin.com/IL/Rantoul/2990-County-Road-1400-E-61866/home/191422914,MRED as Distributed by MLS Grid,12040267,N,Y,40.3078248,-88.194024
MLS Listing,,Vacant Land,2995 County Road 1400 E,Rantoul,IL,61866,563000,,,Northern Champaign County / Ford County,,245242,,84,,,Active,,,https://www.redfin.com/IL/Rantoul/2995-County-Road-1400-E-61866/home/191422913,MRED as Distributed by MLS Grid,12040289,N,Y,40.3081329,-88.1940295
MLS Listing,,Ranch,2985 County Road 1400 E,Rantoul,IL,61866,4000000,,,Northern Champaign County / Ford County,,1742400,,84,,,Active,,,https://www.redfin.com/IL/Rantoul/2985-County-Road-1400-E-61866/home/191422832,MRED as Distributed by MLS Grid,12040245,N,Y,40.3071175,-88.1948283
MLS Listing,,Townhouse,2910 Heathwood Ct #2910,Champaign,IL,61822,299900,3,2.5,"Champaign, Savoy",1910,,1988,85,157,75,Active,,,https://www.redfin.com/IL/Champaign/2910-Heathwood-Ct-61822/unit-2910/home/191396763,MRED as Distributed by MLS Grid,12088013,N,Y,40.0880816,-88.2944894
MLS Listing,,Multi-Family (5+ Unit),803 W Oregon St W,Urbana,IL,61801,439900,7,,Urbana,6209,9006,1910,85,71,,Active,,,https://www.redfin.com/IL/Urbana/803-W-Oregon-St-61801/home/145071739,MRED as Distributed by MLS Grid,12094947,N,Y,40.1071979,-88.2181775
MLS Listing,,Single Family Residential,1709 Stone Creek Blvd,Urbana,IL,61802,419900,3,2.5,Urbana,1767,14810,2024,86,238,13,Active,,,https://www.redfin.com/IL/Urbana/1709-S-Stone-Creek-Blvd-61802/home/127067277,MRED as Distributed by MLS Grid,12092425,N,Y,40.0982399,-88.177097
MLS Listing,,Multi-Family (2-4 Unit),718 E Sangamon Ave,Rantoul,IL,61866,114900,2,2.0,Northern Champaign County / Ford County,,8000,,87,,,Active,,,https://www.redfin.com/IL/Rantoul/718-E-Sangamon-Ave-61866/home/127069514,MRED as Distributed by MLS Grid,12088955,N,Y,40.3104321,-88.1479696
MLS Listing,,Vacant Land,2501 W Bradley Ave,Champaign,IL,61822,85000,,,"Champaign, Savoy",,20473,,87,,,Active,,,https://www.redfin.com/IL/Champaign/2501-W-Bradley-Ave-61821/home/174504173,MRED as Distributed by MLS Grid,12088982,N,Y,40.1270264,-88.2892782
MLS Listing,,Single Family Residential,508 W Clark St,Thomasboro,IL,61878,137000,3,1.0,Northern Champaign County / Ford County,1152,10018,1076,87,119,,Active,,,https://www.redfin.com/IL/Thomasboro/508-W-Clark-St-61878/home/126851708,MRED as Distributed by MLS Grid,12084917,N,Y,40.2415633,-88.1913135
MLS Listing,,Single Family Residential,2602 Wadsworth Ln,Urbana,IL,61802,839900,5,3.5,Stone Creek,2687,15681,2018,90,313,13,Active,,,https://www.redfin.com/IL/Urbana/2602-Wadsworth-Ln-61802/home/127160282,MRED as Distributed by MLS Grid,12065166,N,Y,40.0871591,-88.1713744
MLS Listing,,Condo/Co-op,1905 N Lincoln Ave #318,Urbana,IL,61801,140000,2,2.0,Urbana,900,,2006,91,156,225,Active,,,https://www.redfin.com/IL/Urbana/1905-N-Lincoln-Ave-61801/unit-318/home/191260860,MRED as Distributed by MLS Grid,12089366,N,Y,40.1301049,-88.2212787
MLS Listing,,Mobile/Manufactured Home,317 Paul Ave,Champaign,IL,61822,69900,3,2.0,"Champaign, Savoy",,5490,1966,92,,,Active,,,https://www.redfin.com/IL/Champaign/317-Paul-Ave-61822/home/127048064,MRED as Distributed by MLS Grid,12088205,N,Y,40.1424633,-88.233886
MLS Listing,,Vacant Land,2826 E Stone Creek Blvd,Urbana,IL,61802,42000,,,Stone Creek,,10018,,93,,,Active,,,https://www.redfin.com/IL/Urbana/2826-E-Stone-Creek-Blvd-61802/home/127111815,MRED as Distributed by MLS Grid,12086174,N,Y,40.094997,-88.171975
MLS Listing,,Townhouse,1615 Delane Dr Unit B,Mahomet,IL,61853,384900,4,3.5,Western Champaign County / Piatt & McClean Counties,1812,5320,2016,93,212,15,Active,,,https://www.redfin.com/IL/Mahomet/1615-Delane-Dr-61853/unit-B/home/127778858,MRED as Distributed by MLS Grid,12081399,N,Y,40.1845347,-88.3784911
MLS Listing,,Condo/Co-op,106 Essex Ln #2,Savoy,IL,61874,215000,2,2.0,The Courtyards,1196,,2007,93,180,140,Active,,,https://www.redfin.com/IL/Savoy/106-Essex-Ln-61874/unit-2/home/183960785,MRED as Distributed by MLS Grid,12046417,N,Y,40.0571564,-88.2489864
MLS Listing,,Single Family Residential,9 Southview Dr,Sidney,IL,61877,174900,4,2.0,Eastern Champaign County / Vermillion County,1580,,1986,94,111,,Active,,,https://www.redfin.com/IL/Sidney/9-Southview-Dr-61877/home/126490102,MRED as Distributed by MLS Grid,12085759,N,Y,40.0188628,-88.0715437
MLS Listing,,Single Family Residential,1802 N Concord Ln,Urbana,IL,61802,1179000,5,4.0,Urbana,2750,98010,2004,94,429,,Active,,,https://www.redfin.com/IL/Urbana/1802-N-Concord-Ln-61802/home/126927613,MRED as Distributed by MLS Grid,12066097,N,Y,40.1292733,-88.1666754
MLS Listing,,Condo/Co-op,1122 Saint Andrews Cir #1122,Rantoul,IL,61866,99900,3,1.5,Northern Champaign County / Ford County,1200,,1962,94,83,85,Active,,,https://www.redfin.com/IL/Rantoul/1122-Saint-Andrews-Cir-61866/unit-1122/home/191180940,MRED as Distributed by MLS Grid,12079817,N,Y,40.3030589,-88.1319126
MLS Listing,,Single Family Residential,2509 Hallbeck Dr,Champaign,IL,61822,525000,5,2.5,"Champaign, Savoy",3204,14491,1999,96,164,33,Active,,,https://www.redfin.com/IL/Champaign/2509-Hallbeck-Dr-61822/home/126649133,MRED as Distributed by MLS Grid,12081975,N,Y,40.0758558,-88.2864463
MLS Listing,,Single Family Residential,2205 Noel Dr,Champaign,IL,61821,359900,4,2.5,Devonshire,2431,11761,1973,97,148,,Active,,,https://www.redfin.com/IL/Champaign/2205-Noel-Dr-61821/home/126949150,MRED as Distributed by MLS Grid,12083977,N,Y,40.0865184,-88.2619887
MLS Listing,,Ranch,1604 E Curtis Rd,Urbana,IL,61802,1150000,,,Urbana,,2568733,,97,,,Active,,,https://www.redfin.com/IL/Urbana/1604-E-Curtis-Rd-61802/home/126866741,MRED as Distributed by MLS Grid,12084043,N,Y,40.0696363,-88.1875573
MLS Listing,,Single Family Residential,403 W Green St,Champaign,IL,61820,345000,3,2.5,"Champaign, Savoy",2562,7840,1908,97,135,,Active,,,https://www.redfin.com/IL/Champaign/403-W-Green-St-61820/home/126480610,MRED as Distributed by MLS Grid,12070370,N,Y,40.1099447,-88.2488753
MLS Listing,,Condo/Co-op,1905 N Lincoln Ave #103,Urbana,IL,61801,129900,2,2.0,Urbana,900,,2006,99,144,225,Active,,,https://www.redfin.com/IL/Urbana/1905-N-Lincoln-Ave-61801/unit-103/home/191157619,MRED as Distributed by MLS Grid,12082655,N,Y,40.1301049,-88.2212787
MLS Listing,,Condo/Co-op,1901 N Lincoln Ave #307,Urbana,IL,61801,135000,2,2.0,Urbana,909,,2006,99,149,225,Active,,,https://www.redfin.com/IL/Urbana/1901-N-Lincoln-Ave-61801/unit-307/home/187696495,MRED as Distributed by MLS Grid,12082382,N,Y,40.1299275,-88.2201372
MLS Listing,,Mobile/Manufactured Home,55 Cedric Dr,Urbana,IL,61802,39900,2,2.0,Urbana,,,2019,100,,,Active,,,https://www.redfin.com/IL/Urbana/55-Cedric-Dr-61802/home/191111822,MRED as Distributed by MLS Grid,12075050,N,Y,40.1303958,-88.1889718
MLS Listing,,Single Family Residential,211 W Belle Ave W,Rantoul,IL,61866,104000,3,1.0,Northern Champaign County / Ford County,844,8600,1958,100,123,,Active,,,https://www.redfin.com/IL/Rantoul/211-W-Belle-Ave-61866/home/126944924,MRED as Distributed by MLS Grid,12056832,N,Y,40.3128451,-88.1612047
MLS Listing,,Vacant Land,1316 Doolittle Blvd,Rantoul,IL,61866,80000,,,Northern Champaign County / Ford County,,262666,,101,,,Active,,,https://www.redfin.com/IL/Rantoul/1316-Doolittle-Blvd-61866/home/127028163,MRED as Distributed by MLS Grid,12078308,N,Y,40.289253,-88.166712
MLS Listing,,Vacant Land,Lot 112 N Pointe Dr,Gifford,IL,61847,24000,,,Northern Champaign County / Ford County,,16988,,104,,,Active,,,https://www.redfin.com/IL/Gifford/112-N-Pointe-Dr-61847/home/127126991,MRED as Distributed by MLS Grid,12078313,N,Y,40.3162541,-88.0235645
MLS Listing,,Vacant Land,1567 S Pointe Dr,Rantoul,IL,61866,20000,,,South Pointe,,40075,,104,,,Active,,,https://www.redfin.com/IL/Rantoul/1567-South-Pointe-Dr-61866/home/126960570,MRED as Distributed by MLS Grid,12078230,N,Y,40.283472,-88.167971
MLS Listing,,Vacant Land,1027 W Bloomington Rd,Champaign,IL,61821,365000,,,"Champaign, Savoy",,79714,,104,,,Active,,,https://www.redfin.com/IL/Champaign/1027-W-Bloomington-Rd-61821/home/126726596,MRED as Distributed by MLS Grid,12077110,N,Y,40.1337544,-88.2623245
MLS Listing,,Single Family Residential,211 Capitol St,Savoy,IL,61874,439900,5,3.0,"Champaign, Savoy",1675,,2015,105,263,19,Active,,,https://www.redfin.com/IL/Savoy/211-Capitol-St-61874/home/127270621,MRED as Distributed by MLS Grid,12074364,N,Y,40.0567067,-88.2751813
MLS Listing,,Single Family Residential,3608 Freedom Blvd,Champaign,IL,61822,599900,3,3.5,Liberty on the Lakes,2220,14875,2024,105,270,,Active,,,https://www.redfin.com/IL/Champaign/3608-Freedom-Blvd-61822/home/127038008,MRED as Distributed by MLS Grid,12076370,N,Y,40.068325,-88.271721
MLS Listing,,Vacant Land,3013 W Bradley Ave,Champaign,IL,61822,345000,,,"Champaign, Savoy",,74052,,107,,,Active,,,https://www.redfin.com/IL/Champaign/3013-W-Bradley-Ave-61822/home/127275693,MRED as Distributed by MLS Grid,12073411,N,Y,40.1272956,-88.2970695
MLS Listing,,Single Family Residential,509 W Park Ave,Champaign,IL,61820,479900,4,2.0,"Champaign, Savoy",2438,9306,1903,110,197,,Active,,,https://www.redfin.com/IL/Champaign/509-W-Park-Ave-61820/home/126962187,MRED as Distributed by MLS Grid,12071271,N,Y,40.1170391,-88.2513722
MLS Listing,,Single Family Residential,410 Lake Falls Blvd,Savoy,IL,61874,619900,5,3.0,"Champaign, Savoy",3138,,2023,111,198,,Active,September-22-2024 02:00 PM,September-22-2024 04:00 PM,https://www.redfin.com/IL/Savoy/410-Lake-Falls-Blvd-61874/home/172923214,MRED as Distributed by MLS Grid,12058617,N,Y,40.041608,-88.2450055
MLS Listing,,Single Family Residential,1206 S Smith Rd,Urbana,IL,61802,228900,3,2.0,Urbana,1250,,2024,111,183,,Active,,,https://www.redfin.com/IL/Urbana/1206-S-Smith-Rd-61802/home/126687578,MRED as Distributed by MLS Grid,12037047,N,Y,40.103615,-88.175796
MLS Listing,,Single Family Residential,211 W Byron St,Sidney,IL,61877,144900,3,1.0,W.P. Jones,3030,8250,,111,48,,Active,,,https://www.redfin.com/IL/Sidney/211-W-Byron-St-61877/home/127120213,MRED as Distributed by MLS Grid,12071499,N,Y,40.024623,-88.0765817
MLS Listing,,Single Family Residential,1504 Beaver Lake Dr,Mahomet,IL,61853,510000,3,4.5,Lakes at Riverbend,2501,,2003,111,204,,Active,,,https://www.redfin.com/IL/Mahomet/1504-Beaver-Lake-Dr-61853/home/126809883,MRED as Distributed by MLS Grid,12048631,N,Y,40.1795726,-88.4136126
MLS Listing,,Single Family Residential,2304 Broadmoor Dr,Champaign,IL,61821,269000,4,2.0,Southwood,2045,8712,1964,111,132,,Active,,,https://www.redfin.com/IL/Champaign/2304-Broadmoor-Dr-61821/home/126948137,MRED as Distributed by MLS Grid,12041774,N,Y,40.0949156,-88.2847571
MLS Listing,,Vacant Land,402 Griggs St,Urbana,IL,61801,699000,,,Urbana,,45738,,112,,,Active,,,https://www.redfin.com/IL/Urbana/402-W-Griggs-St-61801/home/190987525,MRED as Distributed by MLS Grid,12068683,N,Y,40.114814,-88.212082
MLS Listing,,Single Family Residential,89 Shiloh Dr,Savoy,IL,61874,449900,4,3.0,Fieldstone,1788,7680,2023,112,252,19,Active,,,https://www.redfin.com/IL/Savoy/89-Shiloh-Dr-61874/home/172923286,MRED as Distributed by MLS Grid,12069894,N,Y,40.0343924,-88.249138
MLS Listing,,Single Family Residential,4111 Farhills Dr,Champaign,IL,61822,410000,4,3.5,"Champaign, Savoy",2564,,1979,112,160,,Active,,,https://www.redfin.com/IL/Champaign/4111-Farhills-Dr-61822/home/126754799,MRED as Distributed by MLS Grid,12061665,N,Y,40.0856594,-88.3136756
MLS Listing,,Single Family Residential,308 Timber Ridge Dr,Oakwood,IL,61858,82000,3,2.0,Balance of Vermillion County,1215,7980,1994,113,67,,Active,,,https://www.redfin.com/IL/Oakwood/308-Timber-Ridge-Dr-E-61858/home/138204728,MRED as Distributed by MLS Grid,12069025,N,Y,40.1060227,-87.7720094
MLS Listing,,Vacant Land,2109 Amber Ln,Urbana,IL,61802,48000,,,Stone Creek,,14810,,114,,,Active,,,https://www.redfin.com/IL/Urbana/2109-E-Amber-Ln-61802/home/190934362,MRED as Distributed by MLS Grid,12065616,N,Y,40.087725,-88.1799939
MLS Listing,,Single Family Residential,902 S Orchard St,Urbana,IL,61801,234900,2,2.0,Urbana,1240,2178,1915,117,189,,Active,,,https://www.redfin.com/IL/Urbana/902-S-Orchard-St-61801/home/126431034,MRED as Distributed by MLS Grid,12053059,N,Y,40.1052135,-88.2142406
MLS Listing,,Multi-Family (2-4 Unit),508 W Columbia Ave,Champaign,IL,61820,265000,7,4.0,"Champaign, Savoy",,8712,,120,,,Active,,,https://www.redfin.com/IL/Champaign/508-W-Columbia-Ave-61820/home/126779651,MRED as Distributed by MLS Grid,12056691,N,Y,40.121419,-88.2511188
MLS Listing,,Multi-Family (5+ Unit),412 W Church St,Champaign,IL,61820,425000,3,,"Champaign, Savoy",,8712,1930,120,,,Active,,,https://www.redfin.com/IL/Champaign/412-W-Church-St-61820/home/126840836,MRED as Distributed by MLS Grid,12056748,N,Y,40.118485,-88.2498753
MLS Listing,,Multi-Family (2-4 Unit),311 W Columbia Ave,Champaign,IL,61820,285000,4,3.5,"Champaign, Savoy",,7392,,120,,,Active,,,https://www.redfin.com/IL/Champaign/311-W-Columbia-Ave-61820/home/127057590,MRED as Distributed by MLS Grid,12046808,N,Y,40.1209858,-88.2482119
MLS Listing,,Multi-Family (2-4 Unit),312 W Columbia Ave,Champaign,IL,61820,205000,3,2.0,"Champaign, Savoy",,8712,,120,,,Active,,,https://www.redfin.com/IL/Champaign/312-W-Columbia-Ave-61820/home/126951270,MRED as Distributed by MLS Grid,12046871,N,Y,40.1213778,-88.2482491
MLS Listing,,Vacant Land,Lot 1 County Road 1800,Rantoul,IL,61866,400000,,,Northern Champaign County / Ford County,,1482346,,121,,,Active,,,https://www.redfin.com/IL/Rantoul/Lot-1-County-Road-1800-E-Unknown/home/190873937,MRED as Distributed by MLS Grid,12054392,N,Y,40.300804,-88.1173293
MLS Listing,,Single Family Residential,3208 Valley Brook Dr,Champaign,IL,61822,1299900,5,5.5,Lincolnshire Fields,8026,29620,,127,162,,Active,,,https://www.redfin.com/IL/Champaign/3208-Valleybrook-Dr-61822/home/127088640,MRED as Distributed by MLS Grid,12045334,N,Y,40.0872936,-88.3005544
MLS Listing,,Multi-Family (5+ Unit),1601 N Willow Rd,Urbana,IL,61801,3825000,80,,Urbana,51046,87120,1974,127,75,,Active,,,https://www.redfin.com/IL/Urbana/1601-N-Willow-Rd-61801/home/126442813,MRED as Distributed by MLS Grid,12056636,N,Y,40.127551,-88.2011085
MLS Listing,,Single Family Residential,512 W Bradley Ave,Champaign,IL,61820,114900,2,1.0,"Champaign, Savoy",,10092,1948,128,,,Active,,,https://www.redfin.com/IL/Champaign/512-W-Bradley-Ave-61820/home/126559923,MRED as Distributed by MLS Grid,12056361,N,Y,40.1274257,-88.2512309
MLS Listing,,Vacant Land,1304 W Olympian Dr,Champaign,IL,61822,595000,,,"Champaign, Savoy",,348915,,128,,,Active,,,https://www.redfin.com/IL/Champaign/1304-W-Olympian-Dr-61822/home/145068047,MRED as Distributed by MLS Grid,12047190,N,Y,40.158083,-88.268354
MLS Listing,,Vacant Land,1408 White Oak Ct,Mahomet,IL,61853,349900,,,Western Champaign County / Piatt & McClean Counties,,65775,,132,,,Active,,,https://www.redfin.com/IL/Mahomet/1408-White-Oak-Ct-61853/home/127191301,MRED as Distributed by MLS Grid,12051579,N,Y,40.220163,-88.38459
MLS Listing,,Condo/Co-op,408 N State St #9,Champaign,IL,61820,122888,1,1.0,"Champaign, Savoy",629,,1923,133,195,437,Active,,,https://www.redfin.com/IL/Champaign/408-N-State-St-61820/unit-9/home/183942373,MRED as Distributed by MLS Grid,11992517,N,Y,40.1198873,-88.2466283
MLS Listing,,Mobile/Manufactured Home,39 Pulaski St,Mahomet,IL,61853,34900,4,3.0,Western Champaign County / Piatt & McClean Counties,,,1991,133,,,Active,,,https://www.redfin.com/IL/Mahomet/39-Pulaski-St-61853/home/190732223,MRED as Distributed by MLS Grid,12046425,N,Y,40.2096166,-88.3612299
MLS Listing,,Single Family Residential,503 N Willis Ave,Champaign,IL,61821,259900,4,2.0,"Champaign, Savoy",1564,9240,1920,134,166,,Active,,,https://www.redfin.com/IL/Champaign/503-N-Willis-Ave-61821/home/126774790,MRED as Distributed by MLS Grid,12036788,N,Y,40.120575,-88.2605478
MLS Listing,,Multi-Family (5+ Unit),705 E Colorado Ave,Urbana,IL,61801,2500000,48,29.0,Urbana,31602,37897,1977,136,79,,Active,,,https://www.redfin.com/IL/Urbana/705-E-Colorado-Ave-61801/home/126737320,MRED as Distributed by MLS Grid,12043161,N,Y,40.0942455,-88.197431
MLS Listing,,Single Family Residential,704 La Sell Dr,Champaign,IL,61820,449900,4,2.0,"Champaign, Savoy",2398,11933,1955,136,188,,Active,,,https://www.redfin.com/IL/Champaign/704-La-Sell-Dr-61820/home/127164845,MRED as Distributed by MLS Grid,12048209,N,Y,40.1015604,-88.2542693
MLS Listing,,Vacant Land,1106 Mitchem Dr,Urbana,IL,61801,24900,,,Urbana,,,,136,,,Active,,,https://www.redfin.com/IL/Urbana/1106-Mitchem-Dr-61801/home/126477769,MRED as Distributed by MLS Grid,12048041,N,Y,40.0924376,-88.1945974
MLS Listing,,Vacant Land,1100 N Fairlawn Dr N,Rantoul,IL,61866,5500,,,Klein,,,,137,,,Active,,,https://www.redfin.com/IL/Rantoul/1100-Fairlawn-Dr-61866/home/126980589,MRED as Distributed by MLS Grid,12017963,N,Y,40.309765,-88.143248
MLS Listing,,Mobile/Manufactured Home,94 N Delta Dr,Oakwood,IL,61858,39500,2,2.0,Oakwood,840,,2021,142,47,450,Active,,,https://www.redfin.com/IL/Oakwood/94-Delta-Dr-N-61858/home/190642758,CIBR,6241525,N,Y,40.1029231,-87.7774736
MLS Listing,,Single Family Residential,5016 Trey Blvd,Champaign,IL,61822,679900,4,3.5,"Champaign, Savoy",2059,,2024,142,330,,Active,,,https://www.redfin.com/IL/Champaign/5016-Trey-Blvd-61822/home/127085095,MRED as Distributed by MLS Grid,12041915,N,Y,40.099706,-88.331072
